event,method,thr_m,n_valid,MAE_m,RMSE_m,Bias_m,Precision,Recall,F1,IoU,Area_pred_m2,Area_ref_m2,Vol_pred_m3,Vol_ref_m3,TP_px,FP_px,FN_px,TN_px
UG2_1_80,CAL_QM,0.01,3992004,0.0034046347718685865,0.021626241505146027,6.292213220149279e-05,0.28371434912884097,0.28370490384295116,0.2837096259072828,0.16530397814525594,180220.0,180226.0,8074.39453125,7823.34814453125,51131,129089,129095,3682689
