event,method,thr_m,n_valid,MAE_m,RMSE_m,Bias_m,F1,IoU,Area_pred_m2,Area_ref_m2,Vol_pred_m3,Vol_ref_m3,TP_px,FP_px,FN_px,TN_px,Precision,Recall
UG1_1_80,RAW,0.01,1998434,0.020684361457824707,0.11664839088916779,-0.00014692234981339425,0.6053571939052629,0.43405895133849876,491736.0,277846.0,36376.1875,38720.83984375,232936,258800,44910,1461788,0.4737013356760538,0.8383636978758017
