event,method,thr_m,n_valid,MAE_m,RMSE_m,Bias_m,Precision,Recall,F1,IoU,Area_pred_m2,Area_ref_m2,Vol_pred_m3,Vol_ref_m3,TP_px,FP_px,FN_px,TN_px
UG2_1_80,RAW,0.01,3992004,0.013023978099226952,0.03418982774019241,0.01154543086886406,0.1869929326884444,0.8651470930942214,0.307518748505874,0.18169698989562325,833839.0,180226.0,50841.1640625,7823.34814453125,155922,677917,24304,3133861
